ActiveLibraryIndex,ExtractionPartIndex,ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,PartClassGuess,ExpectedExtentX,ExpectedExtentY,ExpectedExtentZ,MeasuredLocalSize,MeasuredWorldSize_DEFAULT,DimensionsProperty_DEFAULT,LocalBBoxCenter,LocalOriginOffsetFromBBoxCenter,LocalBottomOffsetZ,LocalTopOffsetZ,WorldBottomOffsetFromOriginZ_DEFAULT,WorldTopOffsetFromOriginZ_DEFAULT,SortedExtentDeltaMax_DEFAULT,ExtentMatch0p10_DEFAULT,SpawnSuccessAllVariants,VariantCount,DefaultRotationDegrees,RX90WorldSize,RY90WorldSize,RZ90WorldSize,Scale050WorldSize,Scale150WorldSize,Scale200WorldSize,ValidationStatus,ValidationFlags,MechanicsUseRecommendation,DecorativeProxyCaution,UserConfirmedNote,SourceExtractionRun,SourceDocsRev,ExtractionConfidence
1642,1649.0,SPAWNER_BALL,SPHERE CREATOR,Advanced Technology,General Utility,SPAWNER_BALL,,POWERSPAWNERBALL,prop/detail or unclassified,models/power_industry/SPAWNER_BALL.fbx,TECH_UTILITY,2.889305,2.308753,3.040494,"[2.889305, 2.308753, 3.040494]","[2.889305, 3.040502, 2.308764]","[2.889305, 2.308753, 3.040494]","[-1e-06, 1.1536, -0.075595]","[1e-06, -1.1536, 0.075595]",-1.595842,1.444652,-0.000781,2.307983,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.889305, 3.040494, 2.308753]","[3.040494, 2.308753, 2.889305]","[2.308753, 2.889305, 3.040494]","[1.444652, 1.52025, 1.154382]","[4.333957, 4.560753, 3.463146]","[5.77861, 6.081005, 4.617528]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1643,1650.0,SPEC_DECAL01,ANOMALY DECAL,Wall Art,Decals,SPEC_DECAL01,,DECALS,decal,models/wall_art/SPEC_DECAL01.fbx,STRUCTURAL_OR_ARCHITECTURAL,1.581917,0.116399,1.581917,"[1.581917, 0.116399, 1.581917]","[1.581917, 1.581917, 0.116405]","[1.581917, 0.116399, 1.581917]","[-1e-06, 0.058199, -1e-06]","[1e-06, -0.058199, 1e-06]",-0.790959,0.790958,-3e-06,0.116402,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.581917, 1.581917, 0.116399]","[1.581917, 0.116399, 1.581917]","[0.116399, 1.581918, 1.581917]","[0.790958, 0.790958, 0.058202]","[2.372876, 2.372877, 0.174607]","[3.163834, 3.163836, 0.232809]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1644,1651.0,SPEC_DECAL02,GALACTIC HUB DECAL,Wall Art,Decals,SPEC_DECAL02,,DECALS,decal,models/wall_art/SPEC_DECAL02.fbx,STRUCTURAL_OR_ARCHITECTURAL,1.587442,0.087555,1.587442,"[1.587442, 0.087555, 1.587442]","[1.587442, 1.587442, 0.087561]","[1.587442, 0.087555, 1.587442]","[0.0, 0.043777, 0.0]","[0.0, -0.043777, 0.0]",-0.793721,0.793721,-3e-06,0.087558,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.587442, 1.587442, 0.087555]","[1.587442, 0.087555, 1.587442]","[0.087555, 1.587442, 1.587442]","[0.793721, 0.79372, 0.04378]","[2.381163, 2.381165, 0.131341]","[3.174884, 3.174885, 0.175121]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1645,1652.0,SPEC_DECAL03,HAND OF APPROVAL DECAL,Wall Art,Decals,SPEC_DECAL03,,DECALS,decal,models/wall_art/SPEC_DECAL03.fbx,STRUCTURAL_OR_ARCHITECTURAL,1.390747,0.132067,1.750536,"[1.390747, 0.132067, 1.750536]","[1.390747, 1.750536, 0.132073]","[1.390747, 0.132067, 1.750536]","[0.014571, 0.066033, -0.013389]","[-0.014571, -0.066033, 0.013389]",-0.888657,0.861879,-3e-06,0.13207,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.390747, 1.750536, 0.132067]","[1.750536, 0.132067, 1.390747]","[0.132067, 1.390747, 1.750536]","[0.695374, 0.875269, 0.066037]","[2.08612, 2.625805, 0.19811]","[2.781494, 3.501072, 0.264147]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1646,1653.0,SPEC_DECAL04,NADA DECAL,Wall Art,Decals,SPEC_DECAL04,,DECALS,decal,models/wall_art/SPEC_DECAL04.fbx,STRUCTURAL_OR_ARCHITECTURAL,1.10013,0.09925,1.668293,"[1.10013, 0.09925, 1.668293]","[1.10013, 1.668293, 0.099256]","[1.10013, 0.09925, 1.668293]","[0.0, 0.049625, -0.078203]","[0.0, -0.049625, 0.078203]",-0.91235,0.755943,-3e-06,0.099253,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.10013, 1.668293, 0.09925]","[1.668293, 0.09925, 1.10013]","[0.09925, 1.10013, 1.668293]","[0.550065, 0.834146, 0.049628]","[1.650195, 2.502439, 0.148884]","[2.20026, 3.336586, 0.198512]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1647,1654.0,SPEC_DECAL05,POLO DECAL,Wall Art,Decals,SPEC_DECAL05,,DECALS,decal,models/wall_art/SPEC_DECAL05.fbx,STRUCTURAL_OR_ARCHITECTURAL,1.619677,0.578876,1.551716,"[1.619677, 0.578876, 1.551716]","[1.619677, 1.551718, 0.578882]","[1.619677, 0.578876, 1.551716]","[0.202277, 0.289438, -0.080747]","[-0.202277, -0.289438, 0.080747]",-0.856605,0.695111,-3e-06,0.578879,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.619677, 1.551716, 0.578876]","[1.551716, 0.578876, 1.619677]","[0.578876, 1.619677, 1.551716]","[0.809838, 0.77586, 0.289441]","[2.429515, 2.327578, 0.868322]","[3.239354, 3.103436, 1.157763]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1648,1655.0,SPEC_DECAL06,APOLLO DECAL,Wall Art,Decals,SPEC_DECAL06,,DECALS,decal,models/wall_art/SPEC_DECAL06.fbx,STRUCTURAL_OR_ARCHITECTURAL,1.768514,0.073848,1.768514,"[1.768514, 0.073848, 1.768514]","[1.768514, 1.768514, 0.073854]","[1.768514, 0.073848, 1.768514]","[0.0, 0.036924, 0.0]","[0.0, -0.036924, 0.0]",-0.884257,0.884257,-3e-06,0.073851,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.768514, 1.768514, 0.073848]","[1.768514, 0.073848, 1.768514]","[0.073848, 1.768515, 1.768514]","[0.884257, 0.884258, 0.036927]","[2.652771, 2.652771, 0.110782]","[3.537028, 3.537029, 0.147709]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1649,1656.0,SPEC_DECAL07,ARTEMIS DECAL,Wall Art,Decals,SPEC_DECAL07,,DECALS,decal,models/wall_art/SPEC_DECAL07.fbx,STRUCTURAL_OR_ARCHITECTURAL,1.60887,0.105653,1.898523,"[1.60887, 0.105653, 1.898523]","[1.60887, 1.898523, 0.10566]","[1.60887, 0.105653, 1.898523]","[0.0, 0.052593, -0.050739]","[0.0, -0.052593, 0.050739]",-1.0,0.898523,-0.000237,0.105423,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.60887, 1.898523, 0.105653]","[1.898523, 0.105653, 1.60887]","[0.105653, 1.60887, 1.898523]","[0.804435, 0.949263, 0.05283]","[2.413305, 2.847786, 0.15849]","[3.21774, 3.797047, 0.21132]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1650,1657.0,SPEC_DECAL08,NULL DECAL,Wall Art,Decals,SPEC_DECAL08,,DECALS,decal,models/wall_art/SPEC_DECAL08.fbx,STRUCTURAL_OR_ARCHITECTURAL,1.981143,0.141278,1.8008,"[1.981143, 0.141278, 1.8008]","[1.981143, 1.800801, 0.141285]","[1.981143, 0.141278, 1.8008]","[-0.002178, 0.070639, 0.071779]","[0.002178, -0.070639, -0.071779]",-0.828621,0.972179,-4e-06,0.141281,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.981143, 1.8008, 0.141278]","[1.8008, 0.141278, 1.981143]","[0.141278, 1.981143, 1.8008]","[0.990571, 0.9004, 0.070642]","[2.971714, 2.7012, 0.211927]","[3.962286, 3.601601, 0.282569]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1651,1658.0,SPEC_FIREWORK01,BLUE FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK01,,PROP,prop/detail or unclassified,models/deployable_technology/SPEC_FIREWORK01.fbx,TECH_UTILITY,0.421682,0.58677,0.421682,"[0.421682, 0.58677, 0.421682]","[0.421682, 0.421684, 0.586772]","[0.421682, 0.58677, 0.421682]","[0.0, 0.293385, 0.0]","[0.0, -0.293385, 0.0]",-0.210841,0.210841,-1e-06,0.586771,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.421682, 0.421682, 0.58677]","[0.421682, 0.58677, 0.421682]","[0.58677, 0.421682, 0.421682]","[0.210841, 0.210842, 0.293386]","[0.632523, 0.632526, 0.880157]","[0.843364, 0.843369, 1.173543]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1652,1659.0,SPEC_FIREWORK02,RED FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK02,,PROP,prop/detail or unclassified,models/deployable_technology/SPEC_FIREWORK02.fbx,TECH_UTILITY,0.421682,0.58677,0.421682,"[0.421682, 0.58677, 0.421682]","[0.421682, 0.421684, 0.586772]","[0.421682, 0.58677, 0.421682]","[0.0, 0.293385, 0.0]","[0.0, -0.293385, 0.0]",-0.210841,0.210841,-1e-06,0.586771,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.421682, 0.421682, 0.58677]","[0.421682, 0.58677, 0.421682]","[0.58677, 0.421682, 0.421682]","[0.210841, 0.210842, 0.293386]","[0.632523, 0.632526, 0.880157]","[0.843364, 0.843369, 1.173543]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1653,1660.0,SPEC_FIREWORK03,GREEN FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK03,,PROP,prop/detail or unclassified,models/deployable_technology/SPEC_FIREWORK03.fbx,TECH_UTILITY,0.421682,0.58677,0.421682,"[0.421682, 0.58677, 0.421682]","[0.421682, 0.421684, 0.586772]","[0.421682, 0.58677, 0.421682]","[0.0, 0.293385, 0.0]","[0.0, -0.293385, 0.0]",-0.210841,0.210841,-1e-06,0.586771,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.421682, 0.421682, 0.58677]","[0.421682, 0.58677, 0.421682]","[0.58677, 0.421682, 0.421682]","[0.210841, 0.210842, 0.293386]","[0.632523, 0.632526, 0.880157]","[0.843364, 0.843369, 1.173543]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1654,1661.0,SPEC_FIREWORK04,TRIPLE BURST FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK04,,PROP,prop/detail or unclassified,models/deployable_technology/SPEC_FIREWORK04.fbx,TECH_UTILITY,0.421682,0.58677,0.421682,"[0.421682, 0.58677, 0.421682]","[0.421682, 0.421684, 0.586772]","[0.421682, 0.58677, 0.421682]","[0.0, 0.293385, 0.0]","[0.0, -0.293385, 0.0]",-0.210841,0.210841,-1e-06,0.586771,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.421682, 0.421682, 0.58677]","[0.421682, 0.58677, 0.421682]","[0.58677, 0.421682, 0.421682]","[0.210841, 0.210842, 0.293386]","[0.632523, 0.632526, 0.880157]","[0.843364, 0.843369, 1.173543]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1655,1662.0,SPEC_FIREWORK05,DUAL CHROME FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK05,,PROP,prop/detail or unclassified,models/deployable_technology/SPEC_FIREWORK05.fbx,TECH_UTILITY,0.421682,0.58677,0.421682,"[0.421682, 0.58677, 0.421682]","[0.421682, 0.421684, 0.586772]","[0.421682, 0.58677, 0.421682]","[0.0, 0.293385, 0.0]","[0.0, -0.293385, 0.0]",-0.210841,0.210841,-1e-06,0.586771,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.421682, 0.421682, 0.58677]","[0.421682, 0.58677, 0.421682]","[0.58677, 0.421682, 0.421682]","[0.210841, 0.210842, 0.293386]","[0.632523, 0.632526, 0.880157]","[0.843364, 0.843369, 1.173543]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1656,1663.0,SPEC_FIREWORK06,WHEEL OF HIRK FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK06,,PROP,prop/detail or unclassified,models/deployable_technology/SPEC_FIREWORK06.fbx,TECH_UTILITY,0.421682,0.58677,0.421682,"[0.421682, 0.58677, 0.421682]","[0.421682, 0.421684, 0.586772]","[0.421682, 0.58677, 0.421682]","[0.0, 0.293385, 0.0]","[0.0, -0.293385, 0.0]",-0.210841,0.210841,-1e-06,0.586771,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.421682, 0.421682, 0.58677]","[0.421682, 0.58677, 0.421682]","[0.58677, 0.421682, 0.421682]","[0.210841, 0.210842, 0.293386]","[0.632523, 0.632526, 0.880157]","[0.843364, 0.843369, 1.173543]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1657,,SPEC_FIREWORK07,RED TITAN FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK07,,,firework/effect,models/deployable_technology/SPEC_FIREWORK07.fbx,TECH_UTILITY,0.427734,0.588379,0.427734,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1658,,SPEC_FIREWORK08,GOLDEN TITAN FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK08,,,firework/effect,models/deployable_technology/SPEC_FIREWORK08.fbx,TECH_UTILITY,0.427734,0.588379,0.427734,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1659,,SPEC_FIREWORK09,GREEN TITAN FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK09,,,firework/effect,models/deployable_technology/SPEC_FIREWORK09.fbx,TECH_UTILITY,0.427734,0.588379,0.427734,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1660,1664.0,SPHERESHAPE,SPHERE,Decoration,Structural Adornments,SPHERESHAPE,,PROP,prop/detail or unclassified,models/decoration/SPHERESHAPE.fbx,DECORATION_MISC,2.0,2.0,2.0,"[2.0, 2.0, 2.0]","[2.0, 2.000007, 2.000007]","[2.0, 2.0, 2.0]","[0.0, 1.0, 0.0]","[0.0, -1.0, 0.0]",-1.0,1.0,-4e-06,2.000004,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[1.0, 1.000004, 1.000004]","[3.0, 3.000011, 3.000011]","[4.0, 4.000015, 4.000014]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1661,1665.0,SPOOKY_PLANT,ORANGE PUSTULE,Exotic Decorations,Decorative Plants,SPOOKY_PLANT,,PROP,prop/detail or unclassified,models/exotic_decorations/SPOOKY_PLANT.fbx,DECORATIVE_FLORA_OR_GLITCH,0.877442,0.958496,0.908692,"[0.877442, 0.958496, 0.908692]","[0.877442, 0.908695, 0.958499]","[0.877442, 0.958496, 0.908692]","[0.0, 0.345459, 0.0]","[0.0, -0.345459, 0.0]",-0.454346,0.454346,-0.133791,0.824709,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.877442, 0.908692, 0.958496]","[0.908692, 0.958496, 0.877442]","[0.958496, 0.877441, 0.908692]","[0.438721, 0.454348, 0.47925]","[1.316163, 1.363045, 1.437749]","[1.754884, 1.81739, 1.916999]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1662,1666.0,STANDINGSIGN,STANDING SIGN,Furnishings,Space Station,STANDINGSIGN,,,prop/detail or unclassified,models/decoration/STANDINGSIGN.fbx,DECORATION_MISC,0.272949,3.015625,1.407227,"[0.272949, 3.015625, 1.407227]","[0.272949, 1.407237, 3.01563]","[0.272949, 3.015625, 1.407227]","[0.0, 1.50799, 0.0]","[0.0, -1.50799, 0.0]",-0.703613,0.703613,0.000175,3.015805,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.272949, 1.407227, 3.015625]","[1.407227, 3.015625, 0.272949]","[3.015625, 0.272949, 1.407227]","[0.136475, 0.703619, 1.507815]","[0.409424, 2.110857, 4.523445]","[0.545898, 2.814474, 6.03126]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1663,1667.0,STATIONCRATE,ORBITAL STORAGE,Furnishings,Space Station,STATIONCRATE,,,prop/detail or unclassified,models/decoration/STATIONCRATE.fbx,DECORATION_MISC,1.174146,1.173056,1.174976,"[1.174146, 1.173056, 1.174976]","[1.174146, 1.17498, 1.17306]","[1.174145, 1.173056, 1.174976]","[0.000623, 0.579732, -0.002698]","[-0.000623, -0.579732, 0.002698]",-0.590186,0.58479,-0.006798,1.166262,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.174146, 1.174976, 1.173056]","[1.174976, 1.173056, 1.174146]","[1.173056, 1.174146, 1.174976]","[0.587073, 0.58749, 0.58653]","[1.761218, 1.76247, 1.75959]","[2.348291, 2.349958, 2.346121]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1664,1668.0,STATUE_ASTRO_B,BRONZE ASTRONAUT STATUE,Exotic Decorations,Statues,STATUE_ASTRO_B,,PROP,prop/detail or unclassified,models/exotic_decorations/STATUE_ASTRO_B.fbx,DECORATIVE_FLORA_OR_GLITCH,0.507718,1.331855,0.508513,"[0.507718, 1.331855, 0.508513]","[0.507718, 0.508518, 1.331857]","[0.507718, 1.331855, 0.508513]","[0.0, 0.664972, 0.047126]","[0.0, -0.664972, -0.047126]",-0.207131,0.301382,-0.000957,1.3309,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.507718, 0.508513, 1.331855]","[0.508513, 1.331855, 0.507718]","[1.331855, 0.507718, 0.508513]","[0.253859, 0.254259, 0.665928]","[0.761577, 0.762775, 1.997785]","[1.015436, 1.017036, 2.663714]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1665,1669.0,STATUE_ASTRO_G,GOLD ASTRONAUT STATUE,Exotic Decorations,Statues,STATUE_ASTRO_G,,PROP,prop/detail or unclassified,models/exotic_decorations/STATUE_ASTRO_G.fbx,DECORATIVE_FLORA_OR_GLITCH,0.72531,1.90265,0.726448,"[0.72531, 1.90265, 0.726448]","[0.72531, 0.726455, 1.902653]","[0.72531, 1.90265, 0.726448]","[0.0, 0.949959, 0.067322]","[0.0, -0.949959, -0.067322]",-0.295902,0.430546,-0.001368,1.901285,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.72531, 0.726448, 1.90265]","[0.726448, 1.90265, 0.72531]","[1.90265, 0.725309, 0.726448]","[0.362655, 0.363228, 0.951326]","[1.087965, 1.089684, 2.853979]","[1.45062, 1.452909, 3.805305]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1666,1670.0,STATUE_ASTRO_I,ICE ASTRONAUT STATUE,Exotic Decorations,Statues,STATUE_ASTRO_I,,,prop/detail or unclassified,models/exotic_decorations/STATUE_ASTRO_I.fbx,DECORATIVE_FLORA_OR_GLITCH,1.414062,2.279297,1.416016,"[1.414062, 2.279297, 1.416016]","[1.414062, 1.416024, 2.279302]","[1.414062, 2.279297, 1.416016]","[0.00186, 1.139648, 0.0]","[-0.00186, -1.139648, 0.0]",-0.708008,0.708008,-3e-06,2.279299,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[1.414062, 1.416016, 2.279297]","[1.416016, 2.279297, 1.414063]","[2.279297, 1.414062, 1.416016]","[0.707031, 0.708012, 1.139651]","[2.121094, 2.124035, 3.418953]","[2.828125, 2.832048, 4.558604]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1667,1671.0,STATUE_ASTRO_S,SILVER ASTRONAUT STATUE,Exotic Decorations,Statues,STATUE_ASTRO_S,,PROP,prop/detail or unclassified,models/exotic_decorations/STATUE_ASTRO_S.fbx,DECORATIVE_FLORA_OR_GLITCH,0.602008,1.579199,0.602951,"[0.602008, 1.579199, 0.602951]","[0.602008, 0.602957, 1.579201]","[0.602008, 1.579199, 0.602951]","[0.0, 0.788466, 0.055877]","[0.0, -0.788466, -0.055877]",-0.245598,0.357353,-0.001134,1.578067,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.602008, 0.602951, 1.579199]","[0.602951, 1.579199, 0.602008]","[1.579199, 0.602009, 0.602951]","[0.301004, 0.301477, 0.789601]","[0.903012, 0.904434, 2.368802]","[1.204016, 1.205914, 3.158402]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1668,1672.0,STATUE_ATLAS_B,BRONZE ATLAS STATUE,Exotic Decorations,Statues,STATUE_ATLAS_B,,PROP,prop/detail or unclassified,models/exotic_decorations/STATUE_ATLAS_B.fbx,DECORATIVE_FLORA_OR_GLITCH,0.66601,1.406596,0.501911,"[0.66601, 1.406596, 0.501911]","[0.66601, 0.501916, 1.406598]","[0.66601, 1.406596, 0.501911]","[0.0, 0.703295, 0.062194]","[0.0, -0.703295, -0.062194]",-0.188762,0.313149,-4e-06,1.406594,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.66601, 0.501911, 1.406596]","[0.501911, 1.406596, 0.66601]","[1.406596, 0.66601, 0.501911]","[0.333005, 0.250957, 0.703299]","[0.999015, 0.752872, 2.109897]","[1.33202, 1.003832, 2.813196]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1669,1673.0,STATUE_ATLAS_G,GOLD ATLAS STATUE,Exotic Decorations,Statues,STATUE_ATLAS_G,,PROP,prop/detail or unclassified,models/exotic_decorations/STATUE_ATLAS_G.fbx,DECORATIVE_FLORA_OR_GLITCH,0.941854,1.98917,0.709791,"[0.941854, 1.98917, 0.709791]","[0.941854, 0.709798, 1.989173]","[0.941854, 1.98917, 0.709791]","[0.0, 0.994581, 0.087952]","[0.0, -0.994581, -0.087952]",-0.266943,0.442848,-6e-06,1.989167,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.941854, 0.709791, 1.98917]","[0.709791, 1.98917, 0.941854]","[1.98917, 0.941854, 0.709791]","[0.470927, 0.3549, 0.994586]","[1.412781, 1.064699, 2.983759]","[1.883708, 1.419596, 3.978345]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
