ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,extent_x,extent_y,extent_z,center_x,center_y,center_z,SpacingRule
B_TRU_F,TWIN SUBLIGHT JETS,Corvette,Thrusters,B_TRU_F,,,light/accent,models/corvette/B_TRU_F.fbx,5.855469,3.0,3.694214,0.0,0.0,-1.836487,"use FBX extents X=5.855, Y=3.000, Z=3.694 * scale"
B_TRU_G,FIREBOX THRUSTER,Corvette,Thrusters,B_TRU_G,,,prop/detail or unclassified,models/corvette/B_TRU_G.fbx,5.855469,2.991211,5.600464,0.0,-0.015137,-2.789612,"use FBX extents X=5.855, Y=2.991, Z=5.600 * scale"
B_TRU_H,LONGSHORE THRUSTER,Corvette,Thrusters,B_TRU_H,,,prop/detail or unclassified,models/corvette/B_TRU_H.fbx,6.066406,3.037109,5.9515,0.0,0.0,-2.969563,"use FBX extents X=6.066, Y=3.037, Z=5.951 * scale"
B_WALL_BUNK0,CREW BERTH,Corvette,Utility Modules,B_WALL_BUNK0,,,prop/detail or unclassified,models/corvette/B_WALL_BUNK0.fbx,3.000976,2.798462,0.578433,0.000488,1.498735,0.193514,horizontal step ≈ 3.001 * scale; vertical step ≈ 2.798 * scale
B_WALL_KITC0,NUTRITION UNIT,Corvette,Utility Modules,B_WALL_KITC0,,,prop/detail or unclassified,models/corvette/B_WALL_KITC0.fbx,3.000976,2.798462,0.578433,0.000488,1.498735,0.193514,horizontal step ≈ 3.001 * scale; vertical step ≈ 2.798 * scale
B_WALL_MED0,MEDI-POD,Corvette,Utility Modules,B_WALL_MED0,,,prop/detail or unclassified,models/corvette/B_WALL_MED0.fbx,3.000976,2.798462,0.578433,0.000488,1.498735,0.193514,horizontal step ≈ 3.001 * scale; vertical step ≈ 2.798 * scale
B_WALL_PLAN0,LIVING WALL,Corvette,Utility Modules,B_WALL_PLAN0,,,prop/detail or unclassified,models/corvette/B_WALL_PLAN0.fbx,3.009766,2.806946,0.72052,0.007812,1.502777,0.472748,horizontal step ≈ 3.010 * scale; vertical step ≈ 2.807 * scale
B_WALL_TECH0,REFINER UNIT,Corvette,Utility Modules,B_WALL_TECH0,,,prop/detail or unclassified,models/corvette/B_WALL_TECH0.fbx,3.000976,2.798462,0.578433,0.000488,1.498735,0.193514,horizontal step ≈ 3.001 * scale; vertical step ≈ 2.798 * scale
B_WALL_TECH1,MISSION RADAR,Corvette,Utility Modules,B_WALL_TECH1,,,prop/detail or unclassified,models/corvette/B_WALL_TECH1.fbx,3.000976,2.798462,0.578433,0.000488,1.498735,0.193514,horizontal step ≈ 3.001 * scale; vertical step ≈ 2.798 * scale
B_WALL_TOIL0,WASTE DISPOSAL UNIT,Corvette,Utility Modules,B_WALL_TOIL0,,,prop/detail or unclassified,models/corvette/B_WALL_TOIL0.fbx,3.000976,2.798462,0.578433,0.000488,1.498735,0.193514,horizontal step ≈ 3.001 * scale; vertical step ≈ 2.798 * scale
B_WALL_WIND0,PANELLED WINDOW,Corvette,Windows,B_WALL_WIND0,,,window/jali/niche,models/corvette/B_WALL_WIND0.fbx,6.300781,2.904297,1.479736,0.0,1.452148,0.577515,horizontal step ≈ 6.301 * scale; vertical step ≈ 2.904 * scale
B_WALL_WIND1,SEAMLESS WINDOW,Corvette,Windows,B_WALL_WIND1,,,window/jali/niche,models/corvette/B_WALL_WIND1.fbx,6.300781,2.911774,1.463135,0.0,1.495285,0.569214,horizontal step ≈ 6.301 * scale; vertical step ≈ 2.912 * scale
B_WALL_WIND2,ROUNDED WINDOW,Corvette,Windows,B_WALL_WIND2,,,window/jali/niche,models/corvette/B_WALL_WIND2.fbx,6.0,2.790283,2.044922,0.0,1.46228,0.231445,horizontal step ≈ 6.000 * scale; vertical step ≈ 2.790 * scale
B_WNG_A,TITAN HEAVY BOOSTER,Corvette,Wings,B_WNG_A,,,prop/detail or unclassified,models/corvette/B_WNG_A.fbx,5.98761,6.956055,20.335938,2.947601,2.463379,-1.675781,"use FBX extents X=5.988, Y=6.956, Z=20.336 * scale"
B_WNG_A_R,TITAN HEAVY BOOSTER (R),Corvette,Wings,B_WNG_A_R,B_WNG_A,,prop/detail or unclassified,models/corvette/B_WNG_A_R.fbx,5.98761,6.956055,20.335938,-2.947601,2.463379,-1.675781,"use FBX extents X=5.988, Y=6.956, Z=20.336 * scale"
B_WNG_B,THUNDERBIRD LANDING THRUSTERS,Corvette,Wings,B_WNG_B,,,prop/detail or unclassified,models/corvette/B_WNG_B.fbx,4.105104,7.037109,11.765625,1.824402,3.549805,0.0,"use FBX extents X=4.105, Y=7.037, Z=11.766 * scale"
B_WNG_B_R,THUNDERBIRD LANDING THRUSTERS (R),Corvette,Wings,B_WNG_B_R,B_WNG_B,,prop/detail or unclassified,models/corvette/B_WNG_B_R.fbx,4.105103,7.037109,11.765625,-1.824401,3.549805,0.0,"use FBX extents X=4.105, Y=7.037, Z=11.766 * scale"
B_WNG_C,AMBASSADOR HEAVY BOOSTER,Corvette,Wings,B_WNG_C,,,prop/detail or unclassified,models/corvette/B_WNG_C.fbx,9.960938,5.445312,22.6875,4.980469,0.640625,2.320312,"use FBX extents X=9.961, Y=5.445, Z=22.688 * scale"
B_WNG_C_R,AMBASSADOR HEAVY BOOSTER (R),Corvette,Wings,B_WNG_C_R,B_WNG_C,,prop/detail or unclassified,models/corvette/B_WNG_C_R.fbx,9.960938,5.445312,22.6875,-4.980469,0.640625,2.320312,"use FBX extents X=9.961, Y=5.445, Z=22.688 * scale"
B_WNG_D,THUNDERBIRD HEAVY BOOSTER,Corvette,Wings,B_WNG_D,,,prop/detail or unclassified,models/corvette/B_WNG_D.fbx,8.710938,6.064453,16.308594,4.355469,0.59668,-0.251953,"use FBX extents X=8.711, Y=6.064, Z=16.309 * scale"
B_WNG_D_R,THUNDERBIRD HEAVY BOOSTER (R),Corvette,Wings,B_WNG_D_R,B_WNG_D,,prop/detail or unclassified,models/corvette/B_WNG_D_R.fbx,8.710938,6.064453,16.308594,-4.355469,0.59668,-0.251953,"use FBX extents X=8.711, Y=6.064, Z=16.309 * scale"
B_WNG_E,OSPREY WING MODULE (E),Corvette,Wings,B_WNG_E,,,prop/detail or unclassified,models/corvette/B_WNG_E.fbx,6.0,3.0,11.296875,3.0,0.0,0.0,"use FBX extents X=6.000, Y=3.000, Z=11.297 * scale"
B_WNG_E_R,OSPREY WING MODULE (R),Corvette,Wings,B_WNG_E_R,B_WNG_E,,prop/detail or unclassified,models/corvette/B_WNG_E_R.fbx,6.0,3.0,11.296875,-3.0,0.0,0.0,"use FBX extents X=6.000, Y=3.000, Z=11.297 * scale"
B_WNG_F,AMBASSADOR SUBLIGHT THRUSTER,Corvette,Wings,B_WNG_F,,,light/accent,models/corvette/B_WNG_F.fbx,5.8125,5.189941,14.121094,2.90625,2.135498,0.900391,"use FBX extents X=5.812, Y=5.190, Z=14.121 * scale"
B_WNG_F_R,AMBASSADOR SUBLIGHT THRUSTER (R),Corvette,Wings,B_WNG_F_R,B_WNG_F,,light/accent,models/corvette/B_WNG_F_R.fbx,5.8125,5.189941,14.121094,-2.90625,2.135498,0.900391,"use FBX extents X=5.812, Y=5.190, Z=14.121 * scale"
B_WNG_G,TITAN WING MODULE,Corvette,Wings,B_WNG_G,,,prop/detail or unclassified,models/corvette/B_WNG_G.fbx,6.0,3.013672,11.40625,3.0,0.0,0.0,"use FBX extents X=6.000, Y=3.014, Z=11.406 * scale"
B_WNG_G_R,TITAN WING MODULE (R),Corvette,Wings,B_WNG_G_R,B_WNG_G,,prop/detail or unclassified,models/corvette/B_WNG_G_R.fbx,6.0,3.013672,11.406251,-3.0,0.0,0.0,"use FBX extents X=6.000, Y=3.014, Z=11.406 * scale"
B_WNG_H,TITAN SUBLIGHT THRUSTER,Corvette,Wings,B_WNG_H,,,light/accent,models/corvette/B_WNG_H.fbx,6.0,2.992188,9.626953,3.0,0.0,0.881836,"use FBX extents X=6.000, Y=2.992, Z=9.627 * scale"
B_WNG_H_R,TITAN SUBLIGHT THRUSTER (R),Corvette,Wings,B_WNG_H_R,B_WNG_H,,light/accent,models/corvette/B_WNG_H_R.fbx,6.0,2.992188,9.626953,-3.0,0.0,0.881836,"use FBX extents X=6.000, Y=2.992, Z=9.627 * scale"
B_WNG_I,ARCADIA S-FOIL,Corvette,Wings,B_WNG_I,,,prop/detail or unclassified,models/corvette/B_WNG_I.fbx,5.639784,4.981445,10.597656,2.816827,1.407715,-0.630859,"use FBX extents X=5.640, Y=4.981, Z=10.598 * scale"
B_WNG_I_R,ARCADIA S-FOIL (R),Corvette,Wings,B_WNG_I_R,B_WNG_I,,prop/detail or unclassified,models/corvette/B_WNG_I_R.fbx,5.639784,4.981445,10.597656,-2.816827,1.407715,-0.630859,"use FBX extents X=5.640, Y=4.981, Z=10.598 * scale"
B_WNG_J,ARCADIA WING MODULE,Corvette,Wings,B_WNG_J,,,prop/detail or unclassified,models/corvette/B_WNG_J.fbx,6.59374,5.265625,16.902344,3.29688,0.0,-1.501953,"use FBX extents X=6.594, Y=5.266, Z=16.902 * scale"
B_WNG_J_R,ARCADIA WING MODULE (R),Corvette,Wings,B_WNG_J_R,B_WNG_J,,prop/detail or unclassified,models/corvette/B_WNG_J_R.fbx,6.59374,5.265625,16.902344,-3.29688,0.0,-1.501953,"use FBX extents X=6.594, Y=5.266, Z=16.902 * scale"
B_WNG_K,ARCADIA AEROFOIL,Corvette,Wings,B_WNG_K,,,prop/detail or unclassified,models/corvette/B_WNG_K.fbx,3.972656,6.320312,12.398438,1.986328,0.0,0.0,"use FBX extents X=3.973, Y=6.320, Z=12.398 * scale"
B_WNG_K_R,ARCADIA AEROFOIL (R),Corvette,Wings,B_WNG_K_R,B_WNG_K,,prop/detail or unclassified,models/corvette/B_WNG_K_R.fbx,3.972656,6.320312,12.398438,-1.986328,0.0,0.0,"use FBX extents X=3.973, Y=6.320, Z=12.398 * scale"
B_WNG_L,ARCADIA SUBLIGHT THRUSTER,Corvette,Wings,B_WNG_L,,,light/accent,models/corvette/B_WNG_L.fbx,7.205414,4.675781,10.871094,3.651199,0.902344,-4.041016,"use FBX extents X=7.205, Y=4.676, Z=10.871 * scale"
B_WNG_L_R,ARCADIA SUBLIGHT THRUSTER (R),Corvette,Wings,B_WNG_L_R,B_WNG_L,,light/accent,models/corvette/B_WNG_L_R.fbx,7.205414,4.675781,10.871094,-3.651199,0.902344,-4.041016,"use FBX extents X=7.205, Y=4.676, Z=10.871 * scale"
B_WNG_M,AMBASSADOR WING MODULE,Corvette,Wings,B_WNG_M,,,prop/detail or unclassified,models/corvette/B_WNG_M.fbx,4.333496,4.398438,8.517578,1.938721,0.494141,0.288086,"use FBX extents X=4.333, Y=4.398, Z=8.518 * scale"
B_WNG_M_R,AMBASSADOR WING MODULE (R),Corvette,Wings,B_WNG_M_R,B_WNG_M,,prop/detail or unclassified,models/corvette/B_WNG_M_R.fbx,4.333496,4.398438,8.517578,-1.938721,0.494141,0.288086,"use FBX extents X=4.333, Y=4.398, Z=8.518 * scale"
B_WNG_N,ARCADIA HEAVY BOOSTER (N),Corvette,Wings,B_WNG_N,,,prop/detail or unclassified,models/corvette/B_WNG_N.fbx,5.324081,8.667969,18.15625,2.650459,0.001953,3.078125,"use FBX extents X=5.324, Y=8.668, Z=18.156 * scale"
B_WNG_N_R,ARCADIA HEAVY BOOSTER (R),Corvette,Wings,B_WNG_N_R,B_WNG_N,,prop/detail or unclassified,models/corvette/B_WNG_N_R.fbx,5.324081,8.65625,18.152344,-2.650459,0.0,3.080078,"use FBX extents X=5.324, Y=8.656, Z=18.152 * scale"
B_WNG_O_0,ROCKHOPPER WING MODULE,Corvette,Wings,B_WNG_O_0,,,prop/detail or unclassified,models/corvette/B_WNG_O_0.fbx,8.437813,5.020508,12.300781,4.226406,-1.026855,0.048828,"use FBX extents X=8.438, Y=5.021, Z=12.301 * scale"
B_WNG_O_0_R,ROCKHOPPER WING MODULE (R),Corvette,Wings,B_WNG_O_0_R,B_WNG_O_0,,prop/detail or unclassified,models/corvette/B_WNG_O_0_R.fbx,8.438171,5.016602,12.300781,-4.226227,-1.024902,0.048828,"use FBX extents X=8.438, Y=5.017, Z=12.301 * scale"
B_WNG_O_1,ROCKHOPPER PROPELLER MODULE,Corvette,Wings,B_WNG_O_1,,,prop/detail or unclassified,models/corvette/B_WNG_O_1.fbx,8.438725,4.955078,6.222656,4.22595,-1.055664,0.0,"use FBX extents X=8.439, Y=4.955, Z=6.223 * scale"
B_WNG_O_1_R,ROCKHOPPER PROPELLER MODULE (R),Corvette,Wings,B_WNG_O_1_R,B_WNG_O_1,,prop/detail or unclassified,models/corvette/B_WNG_O_1_R.fbx,8.437447,4.955078,6.222656,-4.226589,-1.055664,0.0,"use FBX extents X=8.437, Y=4.955, Z=6.223 * scale"
B_WNG_O_2,ROCKHOPPER FIN MODULE,Corvette,Wings,B_WNG_O_2,,,prop/detail or unclassified,models/corvette/B_WNG_O_2.fbx,5.633953,3.518555,6.378906,2.823648,-0.275879,-0.085938,"use FBX extents X=5.634, Y=3.519, Z=6.379 * scale"
B_WNG_O_2_R,ROCKHOPPER FIN MODULE (R),Corvette,Wings,B_WNG_O_2_R,B_WNG_O_2,,prop/detail or unclassified,models/corvette/B_WNG_O_2_R.fbx,5.633953,3.518555,6.378906,-2.823648,-0.275879,-0.085938,"use FBX extents X=5.634, Y=3.519, Z=6.379 * scale"
B_WNG_P,AERON DRIVE,Corvette,Wings,B_WNG_P,,,prop/detail or unclassified,models/corvette/B_WNG_P.fbx,5.107971,5.867188,13.777344,2.582733,0.0,-4.697266,"use FBX extents X=5.108, Y=5.867, Z=13.777 * scale"
B_WNG_P_B,AERON DRIVE,Corvette,Wings,B_WNG_P_B,B_WNG_P,,prop/detail or unclassified,models/corvette/B_WNG_P_B.fbx,5.867188,5.107971,13.777344,0.0,-2.582733,-4.697266,"use FBX extents X=5.867, Y=5.108, Z=13.777 * scale"
B_WNG_P_R,AERON DRIVE (R),Corvette,Wings,B_WNG_P_R,B_WNG_P,,prop/detail or unclassified,models/corvette/B_WNG_P_R.fbx,5.107971,5.867188,13.777344,-2.582733,0.0,-4.697266,"use FBX extents X=5.108, Y=5.867, Z=13.777 * scale"
B_WNG_P_T,AERON DRIVE,Corvette,Wings,B_WNG_P_T,B_WNG_P,,prop/detail or unclassified,models/corvette/B_WNG_P_T.fbx,5.867188,5.107971,13.777344,0.0,2.582733,-4.697266,"use FBX extents X=5.867, Y=5.108, Z=13.777 * scale"
B_WNG_Q,WINGS OF AERON,Corvette,Wings,B_WNG_Q,,,prop/detail or unclassified,models/corvette/B_WNG_Q.fbx,13.268021,9.0625,25.984375,6.655052,0.0,0.765625,"use FBX extents X=13.268, Y=9.062, Z=25.984 * scale"
B_WNG_Q_R,WINGS OF AERON (R),Corvette,Wings,B_WNG_Q_R,B_WNG_Q,,prop/detail or unclassified,models/corvette/B_WNG_Q_R.fbx,13.276321,9.0625,25.984375,-6.658714,0.0,0.765625,"use FBX extents X=13.276, Y=9.062, Z=25.984 * scale"
B_WNG_R,AERON BLADE (R),Corvette,Wings,B_WNG_R,,,prop/detail or unclassified,models/corvette/B_WNG_R.fbx,7.796421,2.495117,27.164062,3.890852,0.169434,0.738281,"use FBX extents X=7.796, Y=2.495, Z=27.164 * scale"
B_WNG_R_B,AERON BLADE,Corvette,Wings,B_WNG_R_B,B_WNG_R,,prop/detail or unclassified,models/corvette/B_WNG_R_B.fbx,2.495117,7.796421,27.164062,0.229004,-3.890852,0.738281,"use FBX extents X=2.495, Y=7.796, Z=27.164 * scale"
B_WNG_R_R,AERON BLADE (R),Corvette,Wings,B_WNG_R_R,B_WNG_R,,prop/detail or unclassified,models/corvette/B_WNG_R_R.fbx,7.796421,2.495117,27.164062,-3.890852,0.169434,0.738281,"use FBX extents X=7.796, Y=2.495, Z=27.164 * scale"
B_WNG_R_T,AERON BLADE,Corvette,Wings,B_WNG_R_T,B_WNG_R,,prop/detail or unclassified,models/corvette/B_WNG_R_T.fbx,2.495117,7.796421,27.164062,0.229004,-3.890852,0.738281,"use FBX extents X=2.495, Y=7.796, Z=27.164 * scale"
